,state,timestamp,id_house,id_sensor
15961,off,1678401441.70424,8,51
15962,on,1678401453.296998,8,51
15963,off,1678401523.2969,8,51
15964,on,1678401736.692311,8,50
15965,off,1678401766.685905,8,50
15966,on,1678401852.566253,8,50
15967,off,1678401882.568819,8,50
15968,on,1678402113.249514,8,50
15969,off,1678402173.049894,8,50
15970,on,1678402182.885465,8,50
15971,off,1678402212.886354,8,50
15972,on,1678403418.212528,8,50
15973,off,1678403448.212914,8,50
15974,on,1678403722.369416,8,48
15975,on,1678403724.367878,8,49
15976,off,1678403727.370133,8,48
15977,on,1678403739.298653,8,48
15978,off,1678403744.299023,8,48
15979,off,1678403754.367232,8,49
15980,on,1678403757.528243,8,48
15981,off,1678403762.529158,8,48
15982,on,1678403770.039111,8,48
15983,on,1678403770.550109,8,49
15984,off,1678403775.038335,8,48
15985,off,1678403800.54615,8,49
15986,on,1678403830.749219,8,49
15987,on,1678403843.375685,8,48
15988,off,1678403850.871884,8,48
15989,on,1678403854.240775,8,48
15990,off,1678403859.240936,8,48
15991,off,1678403860.747925,8,49
15992,on,1678403861.811934,8,48
15993,off,1678403866.810555,8,48
15994,on,1678403879.536179,8,48
15995,off,1678403884.532391,8,48
15996,on,1678403889.500115,8,48
15997,off,1678403894.502807,8,48
15998,on,1678403920.542202,8,48
15999,off,1678403925.542875,8,48
16000,on,1678403928.165951,8,48
16001,off,1678403933.166103,8,48
16002,on,1678403933.719468,8,48
16003,off,1678403938.720735,8,48
16004,on,1678403956.042695,8,48
16005,off,1678403961.044451,8,48
16006,on,1678403988.443738,8,48
16007,on,1678403989.364226,8,49
16008,off,1678403993.445619,8,48
16009,on,1678404001.61914,8,48
16010,off,1678404006.618094,8,48
16011,off,1678404019.363915,8,49
16012,on,1678404052.337917,8,51
16013,off,1678404122.338044,8,51
16014,on,1678405862.664683,8,51
16015,off,1678405932.664413,8,51
16016,on,1678405957.352331,8,51
16017,off,1678406088.063789,8,51
16018,on,1678406088.741588,8,51
16019,off,1678406158.741779,8,51
16020,on,1678406172.857972,8,51
16021,off,1678406303.790141,8,51
16022,on,1678406414.012105,8,51
16023,off,1678406484.016751,8,51
16024,on,1678406506.802329,8,51
16025,off,1678406644.204267,8,51
16026,on,1678406716.312531,8,51
16027,off,1678406786.313412,8,51
16028,on,1678406828.398439,8,51
16029,off,1678406898.39784,8,51
16030,on,1678406943.131446,8,51
16031,off,1678407013.13646,8,51
16032,on,1678407057.164922,8,51
16033,off,1678407127.167847,8,51
16034,on,1678407172.071186,8,51
16035,off,1678407242.073716,8,51
16036,on,1678407286.154736,8,50
16037,off,1678407316.154018,8,50
16038,on,1678407409.514629,8,51
16039,off,1678407479.516378,8,51
16040,on,1678407766.733097,8,51
16041,off,1678407836.737128,8,51
16042,on,1678407988.767023,8,50
16043,off,1678408018.765629,8,50
16044,on,1678408081.193747,8,51
16045,on,1678408157.571792,8,48
16046,on,1678408157.965215,8,49
16047,off,1678408162.570455,8,48
16048,off,1678408187.9665,8,49
16049,on,1678408205.289264,8,49
16050,on,1678408207.985479,8,48
16051,off,1678408212.979952,8,48
16052,off,1678408213.522456,8,51
16053,on,1678408214.715884,8,51
16054,off,1678408235.288936,8,49
16055,off,1678408284.719092,8,51
16056,on,1678409541.961875,8,50
16057,off,1678409571.962483,8,50
16058,on,1678409903.934861,8,50
16059,on,1678409919.149401,8,51
16060,off,1678409933.934507,8,50
16061,on,1678409968.312891,8,48
16062,off,1678409973.316345,8,48
16063,on,1678409973.403133,8,48
16064,off,1678409978.40457,8,48
16065,on,1678409984.765207,8,48
16066,off,1678409989.14887,8,51
16067,off,1678409989.764723,8,48
16068,on,1678409991.036278,8,48
16069,on,1678409991.64265,8,49
16070,off,1678409996.032047,8,48
16071,on,1678410012.323025,8,51
16072,off,1678410021.639642,8,49
16073,on,1678410056.386257,8,49
16074,on,1678410057.59127,8,48
16075,off,1678410067.573814,8,48
16076,off,1678410082.326736,8,51
16077,off,1678410086.384985,8,49
16078,on,1678411102.325625,8,51
16079,off,1678411172.326717,8,51
16080,on,1678411184.580778,8,51
16081,off,1678411315.021255,8,51
16082,on,1678412295.648144,8,51
16083,off,1678412432.250229,8,51
16084,on,1678412433.048765,8,51
16085,off,1678412503.04782,8,51
16086,on,1678412666.296794,8,51
16087,off,1678412736.298719,8,51
16088,on,1678413014.977875,8,50
16089,off,1678413044.977602,8,50
16090,on,1678414444.500101,8,51
16091,off,1678414514.499791,8,51
16092,on,1678414881.486345,8,51
16093,off,1678414951.487152,8,51
16094,on,1678415390.887896,8,51
16095,off,1678415460.888515,8,51
16096,on,1678415677.524936,8,50
16097,off,1678415707.524745,8,50
16098,on,1678417227.379911,8,51
16099,off,1678417297.382909,8,51
16100,on,1678418122.896141,8,51
16101,off,1678418192.896524,8,51
16102,on,1678420958.01721,8,51
16103,off,1678421028.021585,8,51
16104,on,1678421648.940114,8,51
16105,off,1678421718.937979,8,51
16106,on,1678421737.066799,8,51
16107,off,1678421807.066034,8,51
16108,on,1678423268.660531,8,51
16109,off,1678423338.662793,8,51
16110,on,1678423504.36572,8,51
16111,off,1678423574.365922,8,51
16112,on,1678425270.864953,8,51
16113,off,1678425340.869627,8,51
16114,on,1678425905.489535,8,50
16115,off,1678425935.483452,8,50
16116,on,1678427026.947797,8,51
16117,off,1678427096.949687,8,51
16118,on,1678427175.865684,8,51
16119,off,1678427245.865916,8,51
16120,on,1678427321.188977,8,51
16121,off,1678427391.189008,8,51
16122,on,1678427457.314284,8,51
16123,off,1678427527.317022,8,51
16124,on,1678428005.875912,8,51
16125,off,1678428075.876163,8,51
16126,on,1678428311.828161,8,51
16127,off,1678428381.828743,8,51
16128,on,1678429166.49107,8,51
16129,off,1678429236.492456,8,51
16130,on,1678430325.785166,8,51
16131,on,1678430384.88552,8,48
16132,off,1678430389.884246,8,48
16133,on,1678430433.531749,8,48
16134,off,1678430438.530454,8,48
16135,on,1678430460.397003,8,49
16136,off,1678430460.467449,8,51
16137,off,1678430490.395387,8,49
16138,on,1678431157.046417,8,49
16139,on,1678431159.194545,8,48
16140,off,1678431164.196478,8,48
16141,on,1678431165.24075,8,48
16142,off,1678431175.223442,8,48
16143,off,1678431187.048884,8,49
16144,on,1678431205.640064,8,48
16145,off,1678431210.641214,8,48
16146,on,1678431211.367182,8,48
16147,off,1678431216.366975,8,48
16148,on,1678431221.419502,8,48
16149,off,1678431226.41834,8,48
16150,on,1678431247.263131,8,48
16151,off,1678431252.263899,8,48
16152,on,1678431280.831347,8,48
16153,on,1678431282.06352,8,49
16154,off,1678431290.840715,8,48
16155,on,1678431306.804433,8,48
16156,off,1678431312.062825,8,49
16157,off,1678431316.791333,8,48
16158,on,1678431406.751893,8,48
16159,off,1678431411.752927,8,48
16160,on,1678431453.519175,8,48
16161,off,1678431458.518519,8,48
16162,on,1678431458.638991,8,48
16163,off,1678431463.642622,8,48
16164,on,1678431484.337276,8,48
16165,off,1678431489.336175,8,48
16166,on,1678431586.218246,8,48
16167,off,1678431591.219102,8,48
16168,on,1678431592.561282,8,48
16169,off,1678431597.561254,8,48
16170,on,1678431611.579548,8,51
16171,off,1678431681.586583,8,51
16172,on,1678431717.295708,8,45
16173,off,1678431725.142897,8,45
16174,on,1678431770.43807,8,46
16175,off,1678431775.453486,8,46
16176,on,1678431899.381408,8,51
16177,off,1678431969.380199,8,51
16178,on,1678432167.201344,8,50
16179,off,1678432197.202133,8,50
16180,on,1678432712.815518,8,51
16181,on,1678432754.497908,8,48
16182,on,1678432754.712376,8,49
16183,off,1678432759.497923,8,48
16184,on,1678432764.184377,8,48
16185,off,1678432769.183339,8,48
16186,off,1678432782.818371,8,51
16187,off,1678432784.713725,8,49
16188,on,1678432813.836975,8,50
16189,on,1678432825.972068,8,49
16190,on,1678432826.776885,8,48
16191,on,1678432830.605721,8,51
16192,off,1678432831.777398,8,48
16193,off,1678432843.833537,8,50
16194,off,1678432855.971221,8,49
16195,off,1678432900.603813,8,51
16196,on,1678432902.647746,8,50
16197,off,1678432932.648979,8,50
16198,on,1678434780.343738,8,51
16199,on,1678434785.887928,8,48
16200,on,1678434786.351376,8,49
16201,off,1678434790.884401,8,48
16202,off,1678434816.348064,8,49
16203,off,1678434850.346571,8,51
16204,on,1678434899.093218,8,49
16205,on,1678434900.349228,8,48
16206,off,1678434905.350128,8,48
16207,on,1678434914.073291,8,48
16208,off,1678434919.074276,8,48
16209,off,1678434958.874886,8,49
16210,off,1678434988.90306,8,49
16211,on,1678435003.497859,8,49
16212,off,1678435033.502483,8,49
16213,on,1678435085.509964,8,49
16214,off,1678435115.510197,8,49
16215,on,1678435126.161071,8,49
16216,off,1678435156.162693,8,49
16217,on,1678435161.159704,8,49
16218,off,1678435191.157264,8,49
16219,on,1678435239.689674,8,49
16220,off,1678435269.689142,8,49
16221,on,1678435282.619961,8,49
16222,on,1678435283.308616,8,48
16223,on,1678435286.308256,8,51
16224,off,1678435288.308979,8,48
16225,off,1678435312.622886,8,49
16226,off,1678435356.308905,8,51
16227,on,1678435909.002179,8,51
16228,on,1678435975.338537,8,48
16229,off,1678435979.000799,8,51
16230,off,1678435980.337706,8,48
16231,on,1678435998.631975,8,51
16232,off,1678436129.380933,8,51
16233,on,1678436197.749307,8,51
16234,off,1678436267.75269,8,51
16235,on,1678436303.73787,8,50
16236,off,1678436333.735452,8,50
16237,on,1678436348.089648,8,50
16238,off,1678436378.087291,8,50
16239,on,1678438734.7997,8,50
16240,off,1678438764.798886,8,50
16241,on,1678438799.341397,8,51
16242,on,1678438807.249543,8,48
16243,off,1678438812.247399,8,48
16244,on,1678438816.150538,8,48
16245,on,1678438816.972411,8,49
16246,off,1678438821.156159,8,48
16247,on,1678438822.882915,8,48
16248,off,1678438832.864567,8,48
16249,on,1678438837.066038,8,48
16250,off,1678438846.971315,8,49
16251,off,1678438847.047386,8,48
16252,on,1678438851.209339,8,48
16253,off,1678438866.201121,8,48
16254,on,1678438866.678498,8,48
16255,off,1678438869.339895,8,51
16256,off,1678438881.64739,8,48
16257,on,1678438910.886737,8,48
16258,off,1678438915.883707,8,48
16259,on,1678439103.023872,8,50
16260,off,1678439133.024757,8,50
16261,on,1678439251.186846,8,48
16262,off,1678439256.186652,8,48
16263,on,1678439258.491832,8,48
16264,off,1678439263.494233,8,48
16265,on,1678439269.392566,8,48
16266,off,1678439274.391638,8,48
16267,on,1678439297.594841,8,48
16268,off,1678439302.595282,8,48
16269,on,1678439320.977135,8,48
16270,off,1678439325.976807,8,48
16271,on,1678439342.842753,8,48
16272,off,1678439347.842588,8,48
16273,on,1678439371.04574,8,48
16274,off,1678439376.044016,8,48
16275,on,1678439395.344437,8,48
16276,off,1678439400.344778,8,48
16277,on,1678439401.213421,8,48
16278,off,1678439406.214314,8,48
16279,on,1678439411.288352,8,48
16280,off,1678439416.288311,8,48
16281,on,1678439440.328108,8,48
16282,off,1678439445.327981,8,48
16283,on,1678439448.873123,8,48
16284,off,1678439453.87909,8,48
16285,on,1678439460.64524,8,48
16286,off,1678439465.645876,8,48
16287,on,1678439477.872971,8,48
16288,off,1678439482.872175,8,48
16289,on,1678439597.937021,8,48
16290,off,1678439602.934951,8,48
16291,on,1678439607.26493,8,48
16292,off,1678439612.261546,8,48
16293,on,1678439655.33868,8,48
16294,off,1678439660.337887,8,48
16295,on,1678439680.704841,8,48
16296,off,1678439685.704052,8,48
16297,on,1678439733.607819,8,51
16298,off,1678440111.525226,8,51
16299,on,1678440433.606392,8,51
16300,on,1678440462.095146,8,48
16301,off,1678440467.099353,8,48
16302,on,1678440472.66241,8,48
16303,on,1678440473.462944,8,49
16304,off,1678440477.667905,8,48
16305,on,1678440484.171683,8,48
16306,off,1678440489.171641,8,48
16307,on,1678440495.285822,8,48
16308,off,1678440500.285973,8,48
16309,on,1678440501.172851,8,48
16310,off,1678440503.461841,8,49
16311,off,1678440503.610072,8,51
16312,off,1678440506.18007,8,48
16313,on,1678440520.138001,8,49
16314,off,1678440639.692223,8,49
16315,on,1678440640.691893,8,49
16316,off,1678440700.48086,8,49
16317,on,1678440700.621909,8,49
16318,off,1678440760.410986,8,49
16319,on,1678440760.797231,8,49
16320,off,1678440790.796552,8,49
16321,on,1678440790.945364,8,49
16322,off,1678440850.893138,8,49
16323,on,1678440853.291618,8,49
16324,off,1678440913.087057,8,49
16325,on,1678440913.168127,8,49
16326,off,1678440943.172098,8,49
16327,on,1678440946.671375,8,49
16328,on,1678440949.466302,8,48
16329,off,1678440954.471069,8,48
16330,on,1678440954.748706,8,51
16331,on,1678440964.500418,8,48
16332,off,1678440969.498127,8,48
16333,on,1678440969.989185,8,48
16334,off,1678440974.988765,8,48
16335,on,1678440975.195651,8,48
16336,off,1678440976.671533,8,49
16337,off,1678440980.197869,8,48
16338,on,1678440994.32589,8,48
16339,off,1678440999.324948,8,48
16340,on,1678441001.692722,8,48
16341,off,1678441006.69092,8,48
16342,on,1678441008.509552,8,48
16343,off,1678441013.51204,8,48
16344,on,1678441018.798171,8,48
16345,off,1678441023.799121,8,48
16346,on,1678441024.147015,8,48
16347,off,1678441024.74985,8,51
16348,off,1678441029.145135,8,48
16349,on,1678441029.399503,8,48
16350,off,1678441034.396137,8,48
16351,on,1678441034.720097,8,48
16352,off,1678441039.718637,8,48
16353,on,1678441040.11298,8,48
16354,off,1678441045.112292,8,48
16355,on,1678441053.274464,8,48
16356,off,1678441058.274224,8,48
16357,on,1678441059.574511,8,48
16358,off,1678441064.574133,8,48
16359,on,1678441075.017569,8,48
16360,off,1678441080.017032,8,48
16361,on,1678441131.555155,8,48
16362,off,1678441136.558121,8,48
16363,on,1678441197.750279,8,48
16364,off,1678441202.749685,8,48
16365,on,1678441205.126067,8,48
16366,off,1678441210.124356,8,48
16367,on,1678441231.747998,8,48
16368,off,1678441236.754379,8,48
16369,on,1678441240.162129,8,48
16370,off,1678441245.16156,8,48
16371,on,1678441312.887536,8,48
16372,off,1678441317.887914,8,48
16373,on,1678441352.984167,8,48
16374,off,1678441357.984314,8,48
16375,on,1678441367.263843,8,48
16376,off,1678441372.262205,8,48
16377,on,1678441380.029163,8,48
16378,off,1678441385.027283,8,48
16379,on,1678441385.544933,8,48
16380,off,1678441390.544213,8,48
16381,on,1678441426.303508,8,48
16382,off,1678441431.30193,8,48
16383,on,1678441469.067767,8,51
16384,off,1678441672.688035,8,51
16385,on,1678441682.337655,8,51
16386,on,1678441727.626663,8,46
16387,off,1678441734.947759,8,46
16388,off,1678441752.339126,8,51
16389,on,1678453531.797426,8,46
16390,on,1678453554.816053,8,51
16391,off,1678453583.806653,8,46
16392,off,1678453624.818014,8,51
16393,on,1678453625.12488,8,51
16394,on,1678453638.289233,8,50
16395,off,1678453698.035449,8,50
16396,on,1678453698.980976,8,50
16397,on,1678453728.393178,8,48
16398,on,1678453728.78224,8,49
16399,off,1678453728.982698,8,50
16400,off,1678453733.390956,8,48
16401,off,1678453757.658535,8,51
16402,off,1678453758.781515,8,49
16403,on,1678453766.738901,8,49
16404,on,1678453767.969235,8,48
16405,on,1678453771.030098,8,51
16406,off,1678453772.969309,8,48
16407,off,1678453796.738922,8,49
16408,off,1678453841.031973,8,51
16409,on,1678453919.818132,8,50
16410,off,1678453949.820267,8,50
16411,on,1678453959.741383,8,46
16412,off,1678453982.01569,8,46
16413,on,1678454090.216686,8,50
16414,off,1678454120.212561,8,50
16415,on,1678454300.019674,8,50
16416,off,1678454330.015684,8,50
16417,on,1678454339.406647,8,50
16418,off,1678454369.408136,8,50
16419,on,1678455420.620086,8,50
16420,off,1678455450.615281,8,50
16421,on,1678455452.935029,8,50
16422,off,1678455512.680184,8,50
16423,on,1678455521.984567,8,50
16424,off,1678455551.985835,8,50
16425,on,1678455557.195971,8,50
16426,off,1678455587.198184,8,50
16427,on,1678455588.690322,8,50
16428,off,1678455708.414102,8,50
16429,on,1678455713.378203,8,50
16430,off,1678455743.379456,8,50
16431,on,1678455755.810461,8,50
16432,off,1678455785.806509,8,50
16433,on,1678455812.834359,8,50
16434,off,1678455842.834414,8,50
16435,on,1678455844.57275,8,50
16436,off,1678455874.572577,8,50
16437,on,1678455897.206063,8,50
16438,off,1678455956.958941,8,50
16439,on,1678455968.544821,8,50
16440,off,1678455998.543556,8,50
16441,on,1678456005.413148,8,50
16442,off,1678456035.410373,8,50
16443,on,1678456105.93526,8,50
16444,off,1678456135.935687,8,50
16445,on,1678456167.908089,8,50
16446,off,1678456197.910322,8,50
16447,on,1678456314.559658,8,50
16448,off,1678456344.558249,8,50
16449,on,1678456366.855295,8,50
16450,off,1678456426.704909,8,50
16451,on,1678456523.600147,8,50
16452,off,1678456553.60228,8,50
16453,on,1678456683.123878,8,50
16454,off,1678456713.12108,8,50
16455,on,1678456937.475215,8,50
16456,off,1678456967.474228,8,50
16457,on,1678461381.010893,8,50
16458,off,1678461411.021087,8,50
16459,on,1678461702.128986,8,50
16460,off,1678461732.12972,8,50
16461,on,1678461942.239644,8,46
16462,off,1678461947.547185,8,46
16463,on,1678462107.978835,8,50
16464,off,1678462137.978427,8,50
16465,on,1678462416.494315,8,50
16466,off,1678462446.496629,8,50
16467,on,1678462447.240351,8,50
16468,off,1678462477.240464,8,50
16469,on,1678462639.548004,8,50
16470,off,1678462669.54771,8,50
16471,on,1678465943.730114,8,50
16472,off,1678465973.72575,8,50
16473,on,1678466686.620608,8,50
16474,off,1678466716.621525,8,50
16475,on,1678471443.788362,8,50
16476,off,1678471473.787769,8,50
16477,on,1678473782.89371,8,50
16478,off,1678473812.891124,8,50
16479,on,1678474362.133153,8,50
16480,off,1678474392.137507,8,50
16481,on,1678474448.444136,8,51
16482,on,1678474455.417008,8,48
16483,off,1678474460.415792,8,48
16484,on,1678474460.674651,8,48
16485,off,1678474465.675549,8,48
16486,on,1678474467.380569,8,48
16487,off,1678474472.380274,8,48
16488,on,1678474481.255224,8,48
16489,on,1678474483.1025,8,49
16490,off,1678474486.255687,8,48
16491,on,1678474490.50272,8,48
16492,off,1678474495.501683,8,48
16493,off,1678474513.10021,8,49
16494,off,1678474518.445628,8,51
16495,on,1678474531.768714,8,51
16496,on,1678474566.060253,8,48
16497,off,1678474571.059377,8,48
16498,on,1678474571.404348,8,48
16499,on,1678474572.880566,8,49
16500,off,1678474576.406389,8,48
16501,off,1678474601.774438,8,51
16502,off,1678474602.879025,8,49
16503,on,1678474617.758014,8,49
16504,on,1678474619.727399,8,48
16505,off,1678474624.728012,8,48
16506,on,1678474625.309741,8,48
16507,off,1678474630.308266,8,48
16508,on,1678474633.466632,8,48
16509,off,1678474638.46646,8,48
16510,on,1678474644.069119,8,48
16511,off,1678474647.759391,8,49
16512,off,1678474649.072243,8,48
16513,on,1678474655.637477,8,48
16514,off,1678474660.637088,8,48
16515,on,1678474670.69806,8,48
16516,off,1678474675.700444,8,48
16517,on,1678474684.205656,8,48
16518,off,1678474689.207066,8,48
16519,on,1678474692.439278,8,48
16520,off,1678474697.439293,8,48
16521,on,1678474704.181051,8,48
16522,off,1678474709.181764,8,48
16523,on,1678474709.60982,8,48
16524,off,1678474714.614835,8,48
16525,on,1678474728.605733,8,48
16526,off,1678474733.60734,8,48
16527,on,1678474761.930352,8,48
16528,off,1678474766.930169,8,48
16529,on,1678474783.492821,8,48
16530,off,1678474788.489052,8,48
16531,on,1678474793.607968,8,48
16532,off,1678474798.608628,8,48
16533,on,1678474802.189479,8,48
16534,off,1678474807.188915,8,48
16535,on,1678474938.938018,8,48
16536,off,1678474948.9246,8,48
16537,on,1678474966.83568,8,51
16538,off,1678475106.421192,8,51
16539,on,1678475115.934498,8,51
16540,on,1678475131.35276,8,48
16541,off,1678475136.355755,8,48
16542,off,1678475185.933269,8,51
16543,on,1678475194.878252,8,50
16544,on,1678475212.24654,8,46
16545,off,1678475224.759452,8,46
16546,off,1678475224.874388,8,50
16547,on,1678475978.153748,8,50
16548,off,1678476008.156235,8,50
16549,on,1678476059.261526,8,50
16550,off,1678476089.258874,8,50
16551,on,1678476092.92657,8,50
16552,off,1678476122.927151,8,50
16553,on,1678476409.90817,8,50
16554,off,1678476439.907952,8,50
16555,on,1678484488.135377,8,46
16556,off,1678484501.25624,8,46
16557,on,1678484516.576628,8,51
16558,off,1678484651.970215,8,51
16559,on,1678484676.102623,8,49
16560,on,1678484676.580091,8,48
16561,off,1678484681.579921,8,48
16562,on,1678484683.077544,8,51
16563,off,1678484706.103836,8,49
16564,off,1678484753.078848,8,51
16565,on,1678484870.006496,8,50
16566,off,1678484900.005112,8,50
16567,on,1678484926.747492,8,50
16568,off,1678484956.749552,8,50
16569,on,1678485023.078636,8,50
16570,off,1678485053.079827,8,50
16571,on,1678485092.367481,8,50
16572,off,1678485122.370204,8,50
16573,on,1678485124.674618,8,50
16574,off,1678485154.674748,8,50
16575,on,1678485262.667628,8,50
16576,off,1678485292.668854,8,50
16577,on,1678485324.984554,8,50
16578,off,1678485354.982392,8,50
16579,on,1678485517.07578,8,50
16580,off,1678485547.076442,8,50
16581,on,1678485590.643509,8,50
16582,off,1678485620.643701,8,50
16583,on,1678485641.968938,8,50
16584,off,1678485671.96889,8,50
16585,on,1678485693.151726,8,50
16586,off,1678485723.153013,8,50
16587,on,1678485752.642266,8,50
16588,off,1678485782.639283,8,50
16589,on,1678485901.009286,8,50
16590,off,1678485931.0106,8,50
16591,on,1678485940.539897,8,50
16592,on,1678485964.873027,8,45
16593,off,1678485970.541769,8,50
16594,off,1678485972.074545,8,45
16595,on,1678486031.900771,8,50
16596,off,1678486061.904402,8,50
16597,on,1678486094.249471,8,50
16598,off,1678486124.24995,8,50
16599,on,1678486170.991839,8,50
16600,off,1678486200.992954,8,50
16601,on,1678486281.767778,8,50
16602,off,1678486341.510609,8,50
16603,on,1678486348.805059,8,50
16604,off,1678486378.810602,8,50
16605,on,1678486383.027,8,50
16606,off,1678486413.027394,8,50
16607,on,1678486461.325018,8,50
16608,off,1678486491.327315,8,50
16609,on,1678486494.80907,8,50
16610,off,1678486524.815351,8,50
16611,on,1678486559.996036,8,50
16612,off,1678486589.995506,8,50
16613,on,1678486626.775079,8,51
16614,on,1678486761.396096,8,48
16615,on,1678486762.381222,8,49
16616,off,1678486766.39469,8,48
16617,on,1678486783.400236,8,48
16618,off,1678486788.398366,8,48
16619,off,1678486792.382022,8,49
16620,off,1678486827.070704,8,51
16621,on,1678486839.771103,8,49
16622,on,1678486840.15469,8,48
16623,on,1678486843.826581,8,51
16624,off,1678486845.15999,8,48
16625,off,1678486869.772114,8,49
16626,off,1678486913.825595,8,51
16627,on,1678486948.930004,8,51
16628,off,1678487018.930548,8,51
16629,on,1678487116.424569,8,50
16630,off,1678487146.427318,8,50
16631,on,1678487190.778307,8,51
16632,off,1678487459.919867,8,51
16633,on,1678487550.767288,8,51
16634,off,1678487687.628272,8,51
16635,on,1678487865.000286,8,51
16636,off,1678487935.001499,8,51
16637,on,1678487997.65832,8,51
16638,off,1678488067.668009,8,51
16639,on,1678488121.600136,8,51
16640,off,1678488191.600252,8,51
16641,on,1678488218.700522,8,51
16642,off,1678488288.706933,8,51
16643,on,1678488347.631788,8,51
16644,off,1678488417.63186,8,51
16645,on,1678488429.034477,8,51
16646,off,1678488560.792976,8,51
16647,on,1678488683.707517,8,51
16648,off,1678488753.705301,8,51
16649,on,1678488834.237795,8,51
16650,off,1678488904.241833,8,51
16651,on,1678489329.496091,8,51
16652,off,1678489399.498193,8,51
16653,on,1678489690.645101,8,51
16654,off,1678489760.642188,8,51
16655,on,1678489830.229421,8,51
16656,off,1678489900.227992,8,51
16657,on,1678489959.956619,8,51
16658,on,1678489984.36166,8,48
16659,on,1678489984.652383,8,49
16660,off,1678489989.360044,8,48
16661,off,1678490014.651494,8,49
16662,off,1678490029.955113,8,51
16663,on,1678490030.216806,8,49
16664,on,1678490031.296411,8,48
16665,on,1678490034.918751,8,51
16666,off,1678490036.298065,8,48
16667,off,1678490060.223483,8,49
16668,off,1678490104.921492,8,51
16669,on,1678493093.094599,8,50
16670,off,1678493123.09297,8,50
16671,on,1678493312.840977,8,50
16672,off,1678493342.840977,8,50
16673,on,1678493735.31796,8,51
16674,off,1678493805.316176,8,51
16675,on,1678494406.403057,8,49
16676,on,1678494415.519474,8,48
16677,off,1678494420.518665,8,48
16678,off,1678494436.401862,8,49
16679,on,1678494488.997841,8,49
16680,on,1678494490.789702,8,48
16681,off,1678494495.79088,8,48
16682,on,1678494497.333457,8,48
16683,off,1678494502.334512,8,48
16684,on,1678494516.591728,8,48
16685,off,1678494518.997731,8,49
16686,off,1678494521.590858,8,48
16687,on,1678494529.118114,8,48
16688,off,1678494534.11972,8,48
16689,on,1678494536.331873,8,48
16690,off,1678494541.332814,8,48
16691,on,1678494551.819134,8,48
16692,off,1678494556.820001,8,48
16693,on,1678494598.392789,8,48
16694,on,1678494599.967867,8,49
16695,off,1678494603.39535,8,48
16696,on,1678494608.929855,8,48
16697,off,1678494613.927529,8,48
16698,off,1678494629.972501,8,49
16699,on,1678494637.692453,8,48
16700,off,1678494642.692532,8,48
16701,on,1678494668.449196,8,51
16702,off,1678494738.451028,8,51
16703,on,1678494774.793275,8,51
16704,off,1678494844.795199,8,51
16705,on,1678495067.94316,8,51
16706,off,1678495137.945853,8,51
16707,on,1678496389.142665,8,51
16708,off,1678496459.146762,8,51
16709,on,1678497144.277902,8,51
16710,off,1678497214.279501,8,51
16711,on,1678498223.839995,8,51
16712,off,1678498293.837024,8,51
16713,on,1678498299.209794,8,51
16714,off,1678498369.209865,8,51
16715,on,1678498369.960513,8,51
16716,off,1678498439.96011,8,51
16717,on,1678498561.47046,8,51
16718,off,1678498693.549558,8,51
16719,on,1678498789.544191,8,51
16720,off,1678498859.546566,8,51
16721,on,1678499296.710031,8,51
16722,off,1678499431.944185,8,51
16723,on,1678499839.391284,8,51
16724,off,1678499909.392727,8,51
16725,on,1678499922.968562,8,51
16726,off,1678499992.974716,8,51
16727,on,1678500622.077808,8,51
16728,off,1678500692.079766,8,51
16729,on,1678501612.781106,8,51
16730,off,1678501682.781044,8,51
16731,on,1678502215.005069,8,51
16732,off,1678502285.002812,8,51
16733,on,1678502948.71475,8,50
16734,off,1678502978.715714,8,50
16735,on,1678504303.785612,8,51
16736,off,1678504373.784433,8,51
16737,on,1678504401.710254,8,51
16738,off,1678504471.713245,8,51
16739,on,1678504717.37638,8,51
16740,off,1678504787.379692,8,51
16741,on,1678504817.155518,8,51
16742,off,1678504887.157315,8,51
16743,on,1678505233.288311,8,51
16744,off,1678505303.290507,8,51
16745,on,1678505386.001029,8,51
16746,off,1678505455.999975,8,51
16747,on,1678506064.150171,8,51
16748,off,1678506134.152638,8,51
16749,on,1678506449.468797,8,51
16750,off,1678506519.472542,8,51
16751,on,1678506716.088242,8,51
16752,off,1678506786.098723,8,51
16753,on,1678506834.28886,8,51
16754,off,1678506904.286896,8,51
16755,on,1678507174.33082,8,50
16756,off,1678507204.321876,8,50
16757,on,1678507430.66811,8,51
16758,off,1678507500.669465,8,51
16759,on,1678508216.69145,8,51
16760,off,1678508286.700739,8,51
16761,on,1678508516.21612,8,51
16762,off,1678508586.229713,8,51
16763,on,1678509694.30517,8,51
16764,off,1678509764.304627,8,51
16765,on,1678510667.365453,8,51
16766,off,1678510737.364453,8,51
16767,on,1678510828.775723,8,51
16768,off,1678510898.772987,8,51
16769,on,1678510965.798725,8,51
16770,off,1678511035.800145,8,51
16771,on,1678511043.481726,8,51
16772,off,1678511113.478641,8,51
16773,on,1678511488.139132,8,51
16774,off,1678511558.139954,8,51
16775,on,1678511587.011724,8,51
16776,on,1678511639.853477,8,49
16777,off,1678511657.008276,8,51
16778,off,1678511669.849678,8,49
16779,on,1678511679.690047,8,49
16780,on,1678511686.303255,8,51
16781,off,1678511709.692657,8,49
16782,off,1678511756.304527,8,51
