,steps,battery,timestamp,id_beacon
150,738,52,1676398540.423088,9
151,738,52,1676398545.131007,9
152,738,52,1676398549.254035,9
153,738,52,1676398553.342816,9
154,738,52,1676398557.536853,9
155,738,52,1676398561.679037,9
156,738,52,1676398566.164453,9
157,738,52,1676398570.454602,9
158,738,52,1676398574.598343,9
159,738,52,1676398579.034936,9
160,738,52,1676398583.378183,9
161,738,52,1676398587.532529,9
162,738,52,1676398591.661386,9
163,738,52,1676398595.756914,9
164,738,52,1676398599.998109,9
165,738,52,1676398604.190739,9
166,738,52,1676398608.773444,9
167,738,52,1676398613.112256,9
168,738,52,1676398617.451493,9
169,738,52,1676398621.790083,9
170,738,52,1676398625.995246,9
171,738,52,1676398630.097345,9
172,738,52,1676398634.2723,9
173,738,52,1676398638.366221,9
174,738,52,1676398642.484688,9
175,738,52,1676398646.659004,9
176,738,52,1676398650.846064,9
177,738,52,1676398655.039065,9
178,738,52,1676398659.670531,9
179,738,52,1676398664.256751,9
180,738,52,1676398668.445354,9
181,738,52,1676398672.784174,9
182,738,52,1676398677.197322,9
183,738,52,1676398681.316077,9
184,738,52,1676398685.437952,9
185,738,52,1676398689.638881,9
186,738,52,1676398693.747298,9
187,738,52,1676398697.89154,9
188,738,52,1676398702.08387,9
189,738,52,1676398706.422641,9
190,738,52,1676398710.810641,9
191,738,52,1676398715.054911,9
192,738,52,1676398719.146959,9
193,599,49,1676458895.471476,9
194,599,49,1676458899.956532,9
195,599,49,1676459006.552171,9
196,599,49,1676459012.304935,9
197,599,49,1676459076.849408,9
198,599,49,1676459081.383373,9
199,599,49,1676459170.35094,9
200,599,49,1676459175.031253,9
201,599,49,1676459238.622944,9
202,599,49,1676459243.351729,9
203,599,49,1676459308.874253,9
204,599,49,1676459313.456924,9
205,599,49,1676459376.421711,9
206,599,49,1676459381.199373,9
207,599,49,1676459465.183889,9
208,599,49,1676459469.766529,9
209,599,49,1676459535.382346,9
210,599,49,1676459540.208699,9
211,599,49,1676459615.676605,9
212,599,49,1676459620.746542,9
213,599,49,1676459684.522269,9
214,599,49,1676459689.299061,9
215,599,48,1676460240.730796,9
216,599,48,1676460245.26446,9
217,599,48,1676460249.50584,9
218,599,48,1676460308.68228,9
219,599,48,1676460313.849941,9
220,599,48,1676460318.968699,9
221,599,48,1676460377.344264,9
222,599,48,1676460382.024391,9
223,599,48,1676460386.948186,9
224,599,48,1676460445.887705,9
225,599,48,1676460450.762626,9
226,599,48,1676460455.491289,9
227,599,48,1676460516.682163,9
228,599,48,1676460521.31259,9
229,599,48,1676460525.797757,9
230,599,48,1676460582.924471,9
231,599,48,1676460587.409397,9
232,599,48,1676460591.943098,9
233,599,48,1676460648.937446,9
234,599,48,1676460653.812497,9
235,599,48,1676460658.882543,9
236,599,48,1676460716.982037,9
237,599,48,1676460721.51583,9
238,599,48,1676460726.049833,9
239,599,48,1676460784.217118,9
240,599,48,1676460789.040414,9
241,599,48,1676460794.061878,9
242,599,48,1676460850.46142,9
243,599,48,1676460855.336357,9
244,599,48,1676460860.455332,9
245,599,48,1676461138.914747,9
246,599,48,1676461143.643552,9
247,599,48,1676461148.469888,9
248,599,48,1676461205.655031,9
249,599,48,1676461210.530099,9
250,599,48,1676461215.112598,9
251,599,48,1676461274.174459,9
252,599,48,1676461279.000686,9
253,599,48,1676461283.827061,9
254,599,48,1676461341.045477,9
255,599,48,1676461345.969307,9
256,599,48,1676461350.551968,9
257,599,48,1676461414.964092,9
258,599,48,1676461419.790492,9
259,599,48,1676461424.714469,9
260,599,48,1676461486.419317,9
261,599,48,1676461491.294875,9
262,599,48,1676461496.267174,9
263,599,48,1676461553.268947,9
264,599,48,1676461558.095235,9
265,599,48,1676461562.970289,9
266,599,48,1676461621.378687,9
267,599,48,1676461626.44852,9
268,599,48,1676461631.226071,9
269,599,48,1676461689.116878,9
270,599,48,1676461693.699421,9
271,599,48,1676461698.574577,9
272,599,48,1676461759.506776,9
273,599,48,1676461764.430613,9
274,599,48,1676461769.500576,9
275,599,48,1676461842.026929,9
276,599,48,1676461847.000133,9
277,599,48,1676461852.800722,9
278,599,48,1676461909.693216,9
279,599,48,1676461914.02892,9
280,599,48,1676461918.855542,9
281,599,48,1676461977.669647,9
282,599,48,1676461982.057169,9
283,599,48,1676461986.493506,9
284,599,48,1676462043.62872,9
285,599,48,1676462048.55269,9
286,599,48,1676462053.135135,9
287,599,48,1676462110.530644,9
288,599,48,1676462115.357045,9
289,599,48,1676462120.57325,9
290,599,48,1676462176.743796,9
291,599,48,1676462182.496392,9
292,599,48,1676462187.274085,9
293,599,48,1676462244.586958,9
294,599,48,1676462249.364706,9
295,599,48,1676462253.800919,9
296,599,48,1676462313.732959,9
297,599,48,1676462318.461649,9
298,599,48,1676462322.995435,9
299,599,48,1676462381.319733,9
300,599,48,1676462386.097523,9
301,599,48,1676462390.875151,9
302,599,48,1676462448.971949,9
303,599,48,1676462453.895965,9
304,599,48,1676462458.624839,9
305,599,48,1676462516.086338,9
306,599,48,1676462522.081723,9
307,599,48,1676462527.152065,9
308,599,47,1676462581.984015,9
309,599,47,1676462586.420257,9
310,599,47,1676462591.39284,9
311,599,46,1676462658.152618,9
312,599,46,1676462663.954222,9
313,599,46,1676462669.316483,9
314,599,45,1676462724.684787,9
315,599,45,1676462729.608631,9
316,599,45,1676462735.117078,9
317,599,44,1676462793.428457,9
318,599,44,1676462798.937096,9
319,599,44,1676462804.055924,9
320,599,43,1676462865.364312,9
321,599,43,1676462872.872057,9
322,599,43,1676462878.429515,9
323,599,43,1676462931.250334,9
324,599,43,1676462937.441556,9
325,599,43,1676462942.852998,9
326,599,43,1676462998.597268,9
327,599,43,1676463004.497088,9
328,599,43,1676463009.175645,9
329,599,43,1676463065.130685,9
330,599,43,1676463069.908495,9
331,599,43,1676463074.490957,9
332,599,43,1676463137.702672,9
333,599,43,1676463142.187471,9
334,599,43,1676463146.672684,9
335,599,43,1676463203.512881,9
336,599,43,1676463207.997893,9
337,599,43,1676463212.531711,9
338,599,43,1676463271.213377,9
339,599,43,1676463275.503345,9
340,599,43,1676463279.890928,9
341,599,43,1676463338.393887,9
342,599,43,1676463343.024973,9
343,599,43,1676463347.266421,9
344,599,43,1676463403.97309,9
345,599,43,1676463408.363527,9
346,599,43,1676463412.455668,9
347,626,43,1676463470.200014,9
348,636,43,1676463474.733606,9
349,645,43,1676463479.755074,9
350,650,43,1676463537.790734,9
351,650,43,1676463542.32454,9
352,650,43,1676463546.66317,9
353,650,43,1676463603.232503,9
354,650,43,1676463607.522635,9
355,650,43,1676463612.105163,9
356,650,43,1676463690.18972,9
357,650,43,1676463694.918482,9
358,650,43,1676463699.64733,9
359,650,43,1676463761.016507,9
360,650,43,1676463771.937558,9
361,650,43,1676463778.030649,9
362,650,43,1676463834.951346,9
363,650,43,1676463842.215163,9
364,650,43,1676463850.405297,9
365,650,43,1676463918.107348,9
366,650,43,1676463926.297358,9
367,650,43,1676463933.268725,9
368,650,43,1676464000.675862,9
369,650,43,1676464008.430119,9
370,650,43,1676464016.032132,9
371,650,43,1676464073.53065,9
372,650,43,1676464081.818047,9
373,650,43,1676464089.471936,9
374,650,43,1676464143.00502,9
375,650,43,1676464150.707622,9
376,650,43,1676464158.361443,9
377,868,42,1676464339.008611,9
378,868,42,1676464343.493789,9
379,868,42,1676464348.173971,9
380,868,42,1676464405.866001,9
381,868,42,1676464410.497127,9
382,879,42,1676464415.372275,9
383,884,42,1676464473.696651,9
384,901,42,1676464478.181727,9
385,909,42,1676464483.934438,9
386,1102,42,1676466349.795341,9
387,1102,42,1676466354.328854,9
388,1116,42,1676466359.057848,9
389,1171,42,1676466418.248366,9
390,1181,42,1676466423.562324,9
391,1189,42,1676466428.193574,9
392,1266,42,1676466489.288255,9
393,1281,42,1676466494.3053,9
394,1281,42,1676466499.229162,9
395,1312,42,1676466560.033375,9
396,1312,42,1676466564.908448,9
397,1312,42,1676466569.783552,9
398,1322,42,1676466627.675528,9
399,1334,42,1676466633.183893,9
400,1334,42,1676466638.302927,9
401,1380,42,1676466738.600088,9
402,1380,42,1676466744.450148,9
403,1380,42,1676466750.348989,9
404,1399,42,1676466804.94444,9
405,1399,42,1676466809.673173,9
406,1399,42,1676466815.815709,9
407,1412,42,1676466871.147545,9
408,1412,42,1676466876.168838,9
409,1412,42,1676466880.995103,9
410,1412,42,1676466937.967957,9
411,1412,42,1676466943.428101,9
412,1426,42,1676466948.888294,9
413,1430,42,1676467005.760138,9
414,1430,42,1676467011.415163,9
415,1430,42,1676467017.313964,9
416,1430,42,1676467073.597956,9
417,1430,42,1676467078.325718,9
418,1430,42,1676467083.103433,9
419,1430,42,1676467146.048564,9
420,1430,42,1676467150.87526,9
421,1430,42,1676467156.091684,9
422,1430,42,1676467212.045958,9
423,1430,42,1676467217.70106,9
424,1430,42,1676467222.429811,9
425,1451,42,1676467280.357905,9
426,1451,42,1676467284.989132,9
427,1451,42,1676467289.620487,9
428,1451,42,1676467348.988597,9
429,1451,42,1676467354.351194,9
430,1451,42,1676467358.738665,9
431,1451,42,1676467417.841782,9
432,1451,42,1676467422.814358,9
433,1451,42,1676467428.323096,9
434,1451,42,1676467489.754994,9
435,1451,42,1676467495.068844,9
436,1451,41,1676467500.52897,9
437,1451,41,1676467555.565749,9
438,1451,41,1676467560.09955,9
439,1461,41,1676467564.82831,9
440,1461,41,1676467621.839993,9
441,1461,41,1676467627.251394,9
442,1461,41,1676467632.662863,9
443,1461,41,1676467695.044532,9
444,1461,41,1676467699.676658,9
445,1461,41,1676467704.745934,9
446,1461,41,1676467803.449648,9
447,1461,41,1676467816.807134,9
448,1461,41,1676467822.120977,9
449,1461,41,1676467870.167726,9
450,1461,41,1676467884.842688,9
451,1461,41,1676467890.153902,9
452,1461,41,1676467940.884519,9
453,1461,41,1676467951.427165,9
454,1461,41,1676467956.887229,9
455,1461,41,1676468017.324099,9
456,1474,41,1676468065.241847,9
457,1474,41,1676468070.360962,9
458,1496,41,1676468085.435954,9
459,1496,41,1676468133.787738,9
460,1496,41,1676468139.199283,9
461,1496,41,1676468152.6342,9
462,1496,41,1676468201.493593,9
463,1496,41,1676468206.758505,9
464,1496,41,1676468220.19235,9
465,1496,41,1676468268.180391,9
466,1496,41,1676468272.909075,9
467,1508,41,1676468291.196759,9
468,1523,41,1676468334.907361,9
469,1523,41,1676468339.831042,9
470,1523,41,1676468357.526309,9
471,1523,41,1676468403.552962,9
472,1523,41,1676468408.476835,9
473,1523,41,1676468423.753131,9
474,1523,41,1676468469.771167,9
475,1523,41,1676468474.597388,9
476,1523,41,1676468490.037004,9
477,1523,41,1676468538.440553,9
478,1523,41,1676468543.461913,9
479,1523,41,1676468556.67331,9
480,1523,41,1676468604.728488,9
481,1523,41,1676468609.408847,9
482,1523,41,1676468624.216597,9
483,1523,41,1676468670.931878,9
484,1523,41,1676468675.368196,9
485,1523,41,1676468690.614607,9
486,1523,41,1676468739.945013,9
487,1523,41,1676468744.381386,9
488,1523,41,1676468756.821422,9
489,1523,41,1676468805.855675,9
490,1523,41,1676468810.292088,9
491,1523,41,1676468822.853383,9
492,1534,41,1676468877.060273,9
493,1534,41,1676468882.032655,9
494,1534,41,1676468887.444171,9
495,1534,41,1676468945.664677,9
496,1534,41,1676468951.612279,9
497,1534,41,1676468957.657329,9
498,1534,41,1676469013.409312,9
499,1534,41,1676469018.869204,9
500,1534,41,1676469024.865407,9
501,1534,41,1676469084.583625,9
502,1534,41,1676469091.262502,9
503,1534,41,1676469096.332508,9
504,1534,41,1676469154.492816,9
505,1534,41,1676469159.026414,9
506,1534,41,1676469164.632807,9
507,1534,41,1676469230.003263,9
508,1534,41,1676469235.950774,9
509,1534,41,1676469240.825725,9
510,1534,41,1676469296.816124,9
511,1534,41,1676469301.593669,9
512,1534,41,1676469306.468695,9
513,1534,41,1676469364.079021,9
514,1534,41,1676469368.75887,9
515,1534,41,1676469373.731532,9
516,1534,41,1676469430.528018,9
517,1534,41,1676469436.134485,9
518,1534,41,1676469441.64336,9
519,1570,41,1676469499.109991,9
520,1575,41,1676469504.862623,9
521,1575,41,1676469509.591389,9
522,1592,41,1676469565.630422,9
523,1592,41,1676469571.041725,9
524,1592,41,1676469575.721726,9
525,1592,41,1676469635.791177,9
526,1592,41,1676469641.153815,9
527,1592,41,1676469646.467431,9
528,1592,41,1676469701.990313,9
529,1592,41,1676469707.986591,9
530,1592,41,1676469712.861637,9
531,1592,41,1676469768.318402,9
532,1592,41,1676469772.998276,9
533,1592,41,1676469778.897191,9
534,1592,41,1676469834.931417,9
535,1592,41,1676469840.342631,9
536,1592,41,1676469845.753982,9
537,1592,41,1676469902.606976,9
538,1592,41,1676469907.287089,9
539,1592,41,1676469911.479567,9
540,1592,41,1676469972.456344,9
541,1592,41,1676469977.331374,9
542,1592,41,1676469982.303865,9
543,1592,41,1676470042.544533,9
544,1592,41,1676470047.565758,9
545,1592,41,1676470052.002118,9
546,1592,41,1676470113.842708,9
547,1592,41,1676470118.474229,9
548,1592,41,1676470123.54389,9
549,1592,41,1676470181.433241,9
550,1592,41,1676470186.649635,9
551,1592,41,1676470191.085698,9
552,1592,41,1676470248.211326,9
553,1592,41,1676470253.086351,9
554,1592,41,1676470257.76649,9
555,1603,41,1676470314.599339,9
556,1603,41,1676470319.230746,9
557,1603,41,1676470323.861929,9
558,1603,41,1676470387.606193,9
559,1616,41,1676470392.286323,9
560,1621,41,1676470397.45383,9
561,1621,41,1676470455.466934,9
562,1621,41,1676470459.75671,9
563,1621,41,1676470464.485759,9
564,1621,41,1676470525.480141,9
565,1621,41,1676470530.98882,9
566,1621,41,1676470536.253999,9
567,1621,41,1676470599.388272,9
568,1621,41,1676470605.581793,9
569,1621,41,1676470611.917103,9
570,1621,41,1676470666.196378,9
571,1621,41,1676470671.851382,9
572,1621,41,1676470677.018971,9
573,1621,41,1676470734.771072,9
574,1621,41,1676470740.035877,9
575,1621,41,1676470746.178372,9
576,1621,41,1676470801.909198,9
577,1621,41,1676470807.417521,9
578,1621,41,1676470813.267755,9
579,1621,41,1676470869.009924,9
580,1621,41,1676470874.857069,9
581,1621,41,1676470880.707205,9
582,1621,41,1676470936.743954,9
583,1621,41,1676470941.521506,9
584,1621,41,1676470946.152715,9
585,1621,41,1676471023.373029,9
586,1621,41,1676471028.685921,9
587,1621,41,1676471033.99983,9
588,1621,41,1676471094.091469,9
589,1621,41,1676471099.405066,9
590,1621,41,1676471104.669148,9
591,1621,41,1676471164.504818,9
592,1621,41,1676471169.721303,9
593,1621,41,1676471174.937391,9
594,1621,41,1676471230.908996,9
595,1621,41,1676471235.979168,9
596,1621,41,1676471240.220485,9
597,1621,41,1676471297.642475,9
598,1621,41,1676471303.541013,9
599,1621,41,1676471308.416423,9
600,1621,41,1676471371.175329,9
601,1621,41,1676471375.807714,9
602,1621,41,1676471380.242909,9
603,1621,41,1676471439.192091,9
604,1621,41,1676471444.164759,9
605,1621,41,1676471448.844809,9
606,1621,41,1676471508.391611,9
607,1621,41,1676471513.218099,9
608,1621,41,1676471518.2393,9
609,1621,41,1676471576.321029,9
610,1621,41,1676471580.903623,9
611,1621,41,1676471586.022358,9
612,1621,41,1676471643.624378,9
613,1621,41,1676471649.76676,9
614,1621,41,1676471654.202998,9
615,1621,41,1676471713.293616,9
616,1621,41,1676471717.924806,9
617,1621,41,1676471722.068659,9
618,1621,41,1676471778.929139,9
619,1621,41,1676471783.413832,9
620,1621,41,1676471787.899185,9
621,1621,41,1676471844.642143,9
622,1621,41,1676471849.371117,9
623,1621,41,1676471853.904864,9
624,1621,41,1676471911.089331,9
625,1621,41,1676471915.671445,9
626,1621,41,1676471920.546776,9
627,1621,41,1676471977.609748,9
628,1621,41,1676471982.24123,9
629,1621,41,1676471986.823543,9
630,1621,41,1676472043.611246,9
631,1621,41,1676472048.194177,9
632,1621,41,1676472053.11799,9
633,1621,41,1676472111.802522,9
634,1621,41,1676472117.018289,9
635,1621,41,1676472121.649792,9
636,1621,41,1676472179.602964,9
637,1621,41,1676472184.234077,9
638,1621,41,1676472188.670507,9
639,1621,41,1676472245.56851,9
640,1621,41,1676472250.248463,9
641,1621,41,1676472254.831128,9
642,1621,41,1676472319.335322,9
643,1621,41,1676472324.064052,9
644,1621,41,1676472328.793122,9
645,1621,41,1676472389.652349,9
646,1621,41,1676472394.576091,9
647,1621,41,1676472399.061304,9
648,1621,41,1676472461.895489,9
649,1621,41,1676472466.624333,9
650,1621,41,1676472471.450591,9
651,1621,41,1676472533.993764,9
652,1621,41,1676472538.624766,9
653,1621,41,1676472543.548835,9
654,1621,41,1676472600.505563,9
655,1621,41,1676472605.136945,9
656,1621,41,1676472610.060662,9
657,1621,41,1676472670.891296,9
658,1621,41,1676472675.229999,9
659,1621,41,1676472679.71512,9
660,1621,41,1676472736.843139,9
661,1621,41,1676472741.23065,9
662,1621,41,1676472745.813179,9
663,1621,41,1676472804.067277,9
664,1621,41,1676472809.430333,9
665,1621,41,1676472813.866336,9
666,1621,41,1676472872.555586,9
667,1621,41,1676472876.894415,9
668,1621,41,1676472881.574454,9
669,1621,41,1676472938.641126,9
670,1621,41,1676472943.857484,9
671,1621,41,1676472948.781374,9
672,1621,41,1676473005.039367,9
673,1621,41,1676473009.963171,9
674,1621,41,1676473015.033252,9
675,1621,41,1676473071.91998,9
676,1621,41,1676473076.50273,9
677,1621,41,1676473080.890201,9
678,1621,41,1676473138.034367,9
679,1621,41,1676473143.153046,9
680,1621,41,1676473147.686945,9
681,1621,41,1676473209.762393,9
682,1621,41,1676473214.783842,9
683,1621,41,1676473219.268954,9
684,1621,41,1676473279.134612,9
685,1621,41,1676473283.716844,9
686,1621,41,1676473288.640811,9
687,1621,41,1676473346.920126,9
688,1621,41,1676473351.258862,9
689,1621,41,1676473355.792695,9
690,1621,41,1676473412.646931,9
691,1621,41,1676473417.131882,9
692,1621,41,1676473422.055753,9
693,1621,41,1676473479.04616,9
694,1621,41,1676473483.774736,9
695,1621,41,1676473488.503847,9
696,1621,41,1676473547.561812,9
697,1621,41,1676473552.193036,9
698,1621,41,1676473556.726946,9
699,1621,41,1676473626.333725,9
700,1621,41,1676473631.11135,9
701,1621,41,1676473635.937541,9
702,1621,41,1676473694.704295,9
703,1621,41,1676473700.164354,9
704,1621,41,1676473704.893233,9
705,1621,41,1676473761.264145,9
706,1621,41,1676473765.551239,9
707,1621,41,1676473770.865126,9
708,1621,41,1676473829.804862,9
709,1621,41,1676473834.630534,9
710,1621,41,1676473838.823169,9
711,1621,41,1676473896.043664,9
712,1621,41,1676473900.480809,9
713,1621,41,1676473905.501214,9
714,1621,41,1676473962.67819,9
715,1621,41,1676473967.943173,9
716,1621,41,1676473972.769263,9
717,1621,41,1676474028.424909,9
718,1621,41,1676474032.95882,9
719,1621,41,1676474038.028857,9
720,1621,41,1676474094.811837,9
721,1621,41,1676474099.930497,9
722,1621,41,1676474104.708147,9
723,1621,41,1676474161.387427,9
724,1621,41,1676474166.506044,9
725,1621,41,1676474171.38126,9
726,1621,41,1676474227.964158,9
727,1621,41,1676474233.278006,9
728,1621,41,1676474238.738186,9
729,1621,41,1676474294.568475,9
730,1621,41,1676474299.736165,9
731,1621,41,1676474305.245045,9
732,1621,41,1676474360.235423,9
733,1621,41,1676474364.428098,9
734,1621,41,1676474369.985705,9
735,1621,41,1676474427.048506,9
736,1621,41,1676474431.874825,9
737,1621,41,1676474436.798711,9
738,1621,41,1676474493.521779,9
739,1621,41,1676474498.346723,9
740,1621,41,1676474503.026823,9
741,1621,41,1676474560.949902,9
742,1621,41,1676474565.532779,9
743,1621,41,1676474569.871225,9
744,1621,41,1676474630.226714,9
745,1621,41,1676474635.053034,9
746,1621,41,1676474639.586873,9
747,1621,41,1676474698.577454,9
748,1621,41,1676474703.062442,9
749,1621,41,1676474708.229975,9
750,1621,41,1676474768.160607,9
751,1621,41,1676474773.181801,9
752,1621,41,1676474777.569424,9
753,1621,41,1676474842.541286,9
754,1621,41,1676474847.172659,9
755,1621,41,1676474851.75505,9
756,1621,41,1676474910.39442,9
757,1621,41,1676474914.92822,9
758,1621,41,1676474919.21816,9
759,1621,41,1676474977.677402,9
760,1621,41,1676474982.463447,9
761,1621,41,1676474986.988724,9
762,1621,41,1676475045.179364,9
763,1621,41,1676475050.684405,9
764,1621,41,1676475055.608351,9
765,1621,41,1676475112.777516,9
766,1621,41,1676475118.140006,9
767,1621,41,1676475123.502138,9
768,1621,41,1676475179.638174,9
769,1621,41,1676475184.561954,9
770,1621,41,1676475189.339445,9
771,1621,41,1676475248.456151,9
772,1621,41,1676475253.721296,9
773,1621,41,1676475259.473893,9
774,1621,41,1676475314.461779,9
775,1621,41,1676475319.336859,9
776,1621,41,1676475323.773124,9
777,1621,41,1676475380.781466,9
778,1621,41,1676475385.851455,9
779,1621,41,1676475389.995257,9
780,1644,41,1676475447.227255,9
781,1644,41,1676475452.053462,9
782,1644,41,1676475457.903369,9
783,1644,41,1676475515.660511,9
784,1644,41,1676475520.779258,9
785,1656,41,1676475527.165596,9
786,1668,41,1676475586.170594,9
787,1668,41,1676475590.505164,9
788,1682,41,1676475595.185108,9
789,1732,41,1676475655.173715,9
790,1732,41,1676475660.292305,9
791,1732,41,1676475665.362466,9
792,7301,37,1676491739.068702,9
793,7301,37,1676491745.503837,9
794,7301,37,1676491751.4514,9
795,7301,37,1676491805.224327,9
796,7301,37,1676491809.660638,9
797,7301,37,1676491815.949402,9
798,7314,37,1676491873.623678,9
799,7314,37,1676491878.303654,9
800,7330,37,1676491883.032526,9
801,7354,37,1676491940.360516,9
802,7354,37,1676491945.235781,9
803,7354,37,1676491950.452067,9
804,7354,37,1676492006.193579,9
805,7354,37,1676492010.678697,9
806,7354,37,1676492015.504992,9
807,7354,37,1676492073.790418,9
808,7354,37,1676492079.104334,9
809,7354,37,1676492085.100749,9
810,7354,37,1676492141.850037,9
811,7354,37,1676492147.358718,9
812,7354,37,1676492152.526269,9
813,7371,37,1676492207.38884,9
814,7371,37,1676492212.213014,9
815,7371,37,1676492216.698082,9
816,7381,37,1676492273.666082,9
817,7383,37,1676492278.248632,9
818,7383,37,1676492283.221371,9
819,7396,37,1676492340.542753,9
820,7396,37,1676492345.174306,9
821,7396,37,1676492349.610484,9
822,7417,37,1676492408.981273,9
823,7417,37,1676492415.562375,9
824,7417,37,1676492420.876965,9
825,7417,37,1676492474.942582,9
826,7417,37,1676492480.403021,9
827,7417,37,1676492485.619406,9
828,7417,37,1676492541.474847,9
829,7417,37,1676492546.203805,9
830,7417,37,1676492551.420027,9
831,7428,36,1676492609.818,9
832,7428,36,1676492615.131679,9
833,7428,36,1676492620.104384,9
834,7428,38,1676492675.973599,9
835,7428,38,1676492680.409822,9
836,7428,38,1676492685.236218,9
837,7428,40,1676492743.064243,9
838,7428,40,1676492747.354313,9
839,7428,40,1676492751.59544,9
840,7428,42,1676492811.922415,9
841,7428,42,1676492817.044477,9
842,7428,44,1676492822.013653,9
843,7428,46,1676492878.424148,9
